EventID,Timestamp,Source,EmployeeID,EventType,ThreatLevel,DetectedBy,BlockchainHash,AIClassification,ResponseAction,PolicyVersion,EventDetails
50803,2024-09-21 17:03:53,Cloud,1106,Phishing Email,Warning,Agentic AI,a1d90147e371f00347427aa57ee1ee09ec8dbb54dfadd07131fb369ab13c9473,Suspicious,Escalated,v2.6.16,"{""details"": ""Event Phishing Email for user 1106 at 2024-09-21 17:03:53""}"
50804,2025-05-29 17:03:53,Cloud,1141,Phishing Email,Info,AI,52ff919ccd9e8dbde59bb239c17cec0856d4fa0d11b2914c93cfd1ee2de7b59d,Benign,Alert,v2.7.8,"{""details"": ""Event Phishing Email for user 1141 at 2025-05-29 17:03:53""}"
50805,2024-07-09 17:03:53,User,1224,Login,Info,Human,dff9b1771e115616428966f5a909b70d48af764fd1eb62b70568c9d73396a921,Benign,Ignored,v3.4.6,"{""details"": ""Event Login for user 1224 at 2024-07-09 17:03:53""}"
50806,2024-09-18 17:03:53,User,1212,Logout,Info,Human,105272709bed7aa6f6f8a9a2c59e5c956f82bbad26dda299a5b79ff66ca4dfb0,Benign,Ignored,v3.1.18,"{""details"": ""Event Logout for user 1212 at 2024-09-18 17:03:53""}"
50807,2025-06-02 17:03:53,User,1233,Access Revoked,Info,AI,2d94335c1fd5cfc962b122faab9c4446a80aad632f9a9624d38f5f6a72df749f,Suspicious,Ignored,v2.4.5,"{""details"": ""Event Access Revoked for user 1233 at 2025-06-02 17:03:53""}"
50808,2024-09-14 17:03:53,System,1246,Policy Change,Info,AI,ffc23925064f59c1becf32bc9c4b8ed9e079befee5b0b57eda5edc61a63f8e14,Suspicious,Ignored,v1.8.16,"{""details"": ""Event Policy Change for user 1246 at 2024-09-14 17:03:53""}"
50809,2025-01-13 17:03:53,User,1075,Logout,Info,AI,a8546bb4b0e0c78913dc5885530f59b2c1f67a57abf32fa4aec107b70178a320,Suspicious,Escalated,v3.6.0,"{""details"": ""Event Logout for user 1075 at 2025-01-13 17:03:53""}"
50810,2024-11-08 17:03:53,Endpoint,1033,Password Reset,Warning,AI,c31cd97b337bc0f86d1df1fa129b483f7b5e324c5545c20e81824392d151270b,Benign,Alert,v3.7.16,"{""details"": ""Event Password Reset for user 1033 at 2024-11-08 17:03:53""}"
50811,2024-12-22 17:03:53,Endpoint,1002,Data Download,Warning,Agentic AI,1de3ac3696e0cf182d5c05ae79ef7b94895b2dcc3e4e011655e456f7e48078e5,Suspicious,Escalated,v1.7.6,"{""details"": ""Event Data Download for user 1002 at 2024-12-22 17:03:53""}"
50812,2025-02-10 17:03:53,User,1096,Logout,Info,Agentic AI,702505962d7b16ebb085f5a5f0a4d6fd624047910d4e731b86c30048b4139e04,Confirmed Threat,Alert,v3.6.19,"{""details"": ""Event Logout for user 1096 at 2025-02-10 17:03:53""}"
50813,2024-08-26 17:03:53,User,1290,Password Reset,Info,AI,c1e5897e3a44fd6a872575e2c850a402085fda9d4f97a603d8507d6d814a6da7,Benign,Escalated,v1.5.11,"{""details"": ""Event Password Reset for user 1290 at 2024-08-26 17:03:53""}"
50814,2025-03-17 17:03:53,User,1242,Policy Change,Info,Agentic AI,1e24b6cf1f002a4d3eb7ff975d4bb42f814e22b6f79f5f9280fcfec5b7a6204b,Benign,Blocked,v1.9.4,"{""details"": ""Event Policy Change for user 1242 at 2025-03-17 17:03:53""}"
50815,2024-10-20 17:03:53,Endpoint,1119,Malware Alert,Info,AI,3ada7df7721aa2bb5b0b52e61fab1031364df8ecf5e950e7c4535d022ac8724b,Confirmed Threat,Blocked,v1.8.14,"{""details"": ""Event Malware Alert for user 1119 at 2024-10-20 17:03:53""}"
50816,2024-10-27 17:03:53,Cloud,1070,Policy Change,Info,Human,d6b581db1986fa60496d9a3105304f2d68b6bb91ef4739365560435c337466d5,Benign,Ignored,v1.4.20,"{""details"": ""Event Policy Change for user 1070 at 2024-10-27 17:03:53""}"
50817,2024-12-29 17:03:53,Endpoint,1231,Policy Change,Critical,AI,10bae1dc237b1588d9d68b8ca8247078d0b124007f84925ad6446455fb565528,Benign,Escalated,v3.8.20,"{""details"": ""Event Policy Change for user 1231 at 2024-12-29 17:03:53""}"
50818,2025-06-25 17:03:53,System,1124,Login,Info,Human,a9f102bc0b1f56d5690b5c2f41b80d420580e493e68f71248554964c9305d278,Confirmed Threat,Blocked,v2.3.13,"{""details"": ""Event Login for user 1124 at 2025-06-25 17:03:53""}"
50819,2025-03-22 17:03:53,Endpoint,1170,Logout,Info,Agentic AI,74e87561f1c10679c9c66e8850a627dcdc7bdae5b4a76e7241342ca352abac5a,Suspicious,Blocked,v2.5.11,"{""details"": ""Event Logout for user 1170 at 2025-03-22 17:03:53""}"
50820,2024-07-21 17:03:53,Cloud,1232,User Creation,Warning,Agentic AI,272717114a01531646a119d2b1839f9dea0a0b3edf890d2c691036a334892c1d,Confirmed Threat,Blocked,v3.4.6,"{""details"": ""Event User Creation for user 1232 at 2024-07-21 17:03:53""}"
50821,2024-07-31 17:03:53,Cloud,1089,Data Download,Warning,Human,adb30e0656350887be0d7b245f55e66edda3f4022d500f82b4b2de77e91027f2,Benign,Alert,v1.4.14,"{""details"": ""Event Data Download for user 1089 at 2024-07-31 17:03:53""}"
50822,2024-10-31 17:03:53,System,1032,Configuration Change,Info,Human,d7c4b4597ab0603aded00dae91492a9b2ee5151d039957b4f3987da02f363e54,Confirmed Threat,Alert,v2.4.13,"{""details"": ""Event Configuration Change for user 1032 at 2024-10-31 17:03:53""}"
50823,2025-03-07 17:03:53,Cloud,1079,Logout,Info,Human,866a390538d58b49985ac5304e4eed3a74e5894604f8845d564a01a299bed5ee,Benign,Alert,v3.6.3,"{""details"": ""Event Logout for user 1079 at 2025-03-07 17:03:53""}"
50824,2024-08-14 17:03:53,Cloud,1044,Data Download,Info,Human,f0de1a72037f8258072cb927d45dae8e626396c2d726ee8ab34a26876b35ea0d,Benign,Alert,v2.8.17,"{""details"": ""Event Data Download for user 1044 at 2024-08-14 17:03:53""}"
50825,2025-02-24 17:03:53,User,1272,Password Reset,Info,Agentic AI,8312453ec5757e47d73b549bedc72deda46df8063264e353ed3406760daec1e8,Confirmed Threat,Alert,v2.6.5,"{""details"": ""Event Password Reset for user 1272 at 2025-02-24 17:03:53""}"
50826,2024-11-18 17:03:53,User,1228,Unauthorized Access,Info,Agentic AI,d059211748337b5d7092c44dc261251d425a15df383eef2e13cb4f24ebf0272f,Benign,Alert,v2.4.12,"{""details"": ""Event Unauthorized Access for user 1228 at 2024-11-18 17:03:53""}"
50827,2025-05-01 17:03:53,Endpoint,1275,Phishing Email,Info,AI,980fecc97e30e7090c2c51ce80ac0190ffd99025e5672c14be3c3786ebfed2cb,Benign,Alert,v3.8.3,"{""details"": ""Event Phishing Email for user 1275 at 2025-05-01 17:03:53""}"
50828,2025-06-05 17:03:53,System,1287,Phishing Email,Info,Agentic AI,d781eec760f11cb3e0c131975fcf4b55942ed9ed7cf6320d4dc3740761c0b3dc,Benign,Blocked,v3.2.17,"{""details"": ""Event Phishing Email for user 1287 at 2025-06-05 17:03:53""}"
50829,2024-08-02 17:03:53,Cloud,1119,Data Download,Info,AI,3a64a1eb0d5754808d6eeb9957a31c4ff23cfa2a9e2179c4ebe2b2c86d9563de,Benign,Alert,v3.8.2,"{""details"": ""Event Data Download for user 1119 at 2024-08-02 17:03:53""}"
50830,2024-11-17 17:03:53,Endpoint,1174,User Creation,Info,AI,dee0d10a390d809ac0f57aa5e40a425255d982928c2fd0fd12f8af0bc3fea209,Benign,Blocked,v2.7.6,"{""details"": ""Event User Creation for user 1174 at 2024-11-17 17:03:53""}"
50831,2025-03-30 17:03:53,Endpoint,1072,Policy Change,Info,AI,f2e5c44cffe69254cab13941baac2e806d191e17ca5a2706ee31bf3fdac37f8a,Suspicious,Blocked,v3.5.14,"{""details"": ""Event Policy Change for user 1072 at 2025-03-30 17:03:53""}"
50832,2024-12-27 17:03:53,User,1085,Configuration Change,Info,Agentic AI,8963a569d76f00f6b8bc31c7633be3c865edba740e3ac71bfab51372b0012e8c,Benign,Blocked,v3.0.2,"{""details"": ""Event Configuration Change for user 1085 at 2024-12-27 17:03:53""}"
50833,2024-08-19 17:03:53,Endpoint,1166,Data Download,Info,AI,2898043b4fcf78795bd80fcc208c651e1a8a824cfc85b55c9218f519d86bd864,Benign,Ignored,v3.5.1,"{""details"": ""Event Data Download for user 1166 at 2024-08-19 17:03:53""}"
50834,2024-12-15 17:03:53,User,1014,Data Download,Info,Human,d66670b0bb15c0b204de98bb66b8769ce589cbbcda2a22f4a5766bad5d67553a,Confirmed Threat,Escalated,v2.4.5,"{""details"": ""Event Data Download for user 1014 at 2024-12-15 17:03:53""}"
50835,2025-05-11 17:03:53,Cloud,1044,User Creation,Info,AI,3c98bb1f3fdd62df4f9abfd8fc50915e569e215f97efd76f4e05ba52dba318bb,Suspicious,Ignored,v3.1.4,"{""details"": ""Event User Creation for user 1044 at 2025-05-11 17:03:53""}"
50836,2024-12-15 17:03:53,Endpoint,1090,Unauthorized Access,Info,Human,2fc17bdb38b212efa7b98dce3bf6df0629edcb4784c9636aeb5f99ecd0baad22,Suspicious,Ignored,v1.0.19,"{""details"": ""Event Unauthorized Access for user 1090 at 2024-12-15 17:03:53""}"
50837,2024-11-10 17:03:53,User,1026,Login,Info,AI,68a72380e0e62bec76c06d226f5795f4629ca5806101faaa71a5de83921a0782,Benign,Escalated,v3.8.8,"{""details"": ""Event Login for user 1026 at 2024-11-10 17:03:53""}"
50838,2025-01-17 17:03:53,System,1272,Data Download,Info,AI,4384e5952ff089d9538e1053174f8bc21ad41b9a1ced90d6fed13bb69ab99217,Benign,Escalated,v3.3.10,"{""details"": ""Event Data Download for user 1272 at 2025-01-17 17:03:53""}"
50839,2025-01-11 17:03:53,Endpoint,1190,Configuration Change,Info,Human,7e60a8dad05b6a20d8c561bdc85dfab3977b5fe4830a6ead8331bd637d2d1b7f,Confirmed Threat,Ignored,v3.0.17,"{""details"": ""Event Configuration Change for user 1190 at 2025-01-11 17:03:53""}"
50840,2024-08-04 17:03:53,System,1021,Configuration Change,Info,AI,e97f3dca3612f2f7758c1fa5014a5754df0bb6371b7ac62c5cbf3bf30df4748b,Confirmed Threat,Ignored,v3.5.0,"{""details"": ""Event Configuration Change for user 1021 at 2024-08-04 17:03:53""}"
50841,2024-08-10 17:03:53,Cloud,1270,Data Download,Info,Agentic AI,97b9ca7f8501f10f004699340e16d8079840796d6d2e26c34c51ff5aa7618eba,Benign,Ignored,v2.8.3,"{""details"": ""Event Data Download for user 1270 at 2024-08-10 17:03:53""}"
50842,2024-11-18 17:03:53,Endpoint,1285,User Creation,Info,AI,e780c750cf504e734ee25df7d10c9d66187c5f70b4054ea1e4c0131cdc82dc58,Confirmed Threat,Alert,v3.7.15,"{""details"": ""Event User Creation for user 1285 at 2024-11-18 17:03:53""}"
50843,2025-01-17 17:03:53,Cloud,1128,User Creation,Warning,Human,cb7aa2d68ab727b0a7f52c3c84f5813f7cd842f066d4acecbfd78dbac9273f5e,Confirmed Threat,Blocked,v2.4.7,"{""details"": ""Event User Creation for user 1128 at 2025-01-17 17:03:53""}"
50844,2024-09-18 17:03:53,Endpoint,1080,Configuration Change,Info,AI,8e7c58b1dcad4763bb29664117a5aa9b2f5ad42eed5a47ace3154ee11041f4fb,Suspicious,Alert,v3.9.20,"{""details"": ""Event Configuration Change for user 1080 at 2024-09-18 17:03:53""}"
50845,2024-09-27 17:03:53,User,1158,Malware Alert,Info,Agentic AI,e68bba459a2286ea5473c29e5dc54d7de2fd699fd77dbccf9b13f82d1daed4c9,Confirmed Threat,Alert,v2.8.13,"{""details"": ""Event Malware Alert for user 1158 at 2024-09-27 17:03:53""}"
50846,2024-11-13 17:03:53,User,1110,Logout,Info,Agentic AI,5d2a7505c26c79a28f422c7a15524ab5e42b4c1dfaf968453dd2c287f67d6173,Suspicious,Escalated,v3.6.5,"{""details"": ""Event Logout for user 1110 at 2024-11-13 17:03:53""}"
50847,2024-07-29 17:03:53,User,1182,Access Revoked,Info,Agentic AI,f9eb66de77868edb84833919f82d9ad982595b0a15c6e171c9fadf3223c871d2,Confirmed Threat,Escalated,v2.8.5,"{""details"": ""Event Access Revoked for user 1182 at 2024-07-29 17:03:53""}"
50848,2025-06-15 17:03:53,Endpoint,1151,Policy Change,Info,AI,ae5e92bda844cd315c27a0eb390755241e5443cb5e2261c91d87ae4bd1eff700,Suspicious,Escalated,v2.8.18,"{""details"": ""Event Policy Change for user 1151 at 2025-06-15 17:03:53""}"
50849,2024-10-31 17:03:53,Endpoint,1272,User Creation,Warning,AI,caea4e5da9209d380b744db4dac06fb7b51675fb5f6b1fbe4f5d3d4f335ed057,Confirmed Threat,Alert,v2.5.4,"{""details"": ""Event User Creation for user 1272 at 2024-10-31 17:03:53""}"
50850,2025-06-17 17:03:53,Endpoint,1239,Password Reset,Info,Human,2221da83edc136e79e806a1f7fc5e43dbc718d403c264e5dd9f2aec579354444,Confirmed Threat,Blocked,v2.3.6,"{""details"": ""Event Password Reset for user 1239 at 2025-06-17 17:03:53""}"
50851,2024-10-15 17:03:53,User,1111,Policy Change,Warning,AI,a3c4f0e627daf24e26753480f0c506bae57d64e3195be0104f7eebeddd7c7971,Suspicious,Blocked,v2.3.4,"{""details"": ""Event Policy Change for user 1111 at 2024-10-15 17:03:53""}"
50852,2025-05-11 17:03:53,Endpoint,1053,Logout,Info,AI,ad2751c9519dd7a4d5e61d1a8037709c669da234390054f7ba3d08cc1aa69de8,Benign,Blocked,v3.3.7,"{""details"": ""Event Logout for user 1053 at 2025-05-11 17:03:53""}"
50853,2025-03-17 17:03:53,Cloud,1047,Configuration Change,Info,AI,ba1995f83962af0c377f76a6d02cf6a51d2a15111b698039df7b746062d853a4,Suspicious,Alert,v1.6.1,"{""details"": ""Event Configuration Change for user 1047 at 2025-03-17 17:03:53""}"
50854,2024-12-22 17:03:53,System,1040,Logout,Critical,Human,f9d4c10ea3958f5e389e3ac6eeaf3ab97db793ffcc8f1555d829f34c38df0f56,Confirmed Threat,Ignored,v3.8.0,"{""details"": ""Event Logout for user 1040 at 2024-12-22 17:03:53""}"
50855,2024-07-21 17:03:53,Cloud,1006,Data Download,Critical,Human,fa2604d4fe5bb37e339af0d70f7d8a610bc5cb1e0fccfa42e9531a694cf57e6f,Benign,Escalated,v2.1.17,"{""details"": ""Event Data Download for user 1006 at 2024-07-21 17:03:53""}"
50856,2024-11-10 17:03:53,Endpoint,1066,Password Reset,Info,AI,96a0993ed2a68bb67687eedf98be20bdff83afd43cd98e8e4664fbfe5da1c2bb,Confirmed Threat,Ignored,v2.4.19,"{""details"": ""Event Password Reset for user 1066 at 2024-11-10 17:03:53""}"
50857,2025-05-21 17:03:53,Endpoint,1062,Malware Alert,Info,AI,88406a008a78e233b3534055eebbfc63942c8fa9fbecd1dc8c822b52fe65cadd,Confirmed Threat,Escalated,v1.0.2,"{""details"": ""Event Malware Alert for user 1062 at 2025-05-21 17:03:53""}"
50858,2024-09-09 17:03:53,Endpoint,1160,Password Reset,Warning,AI,1e898105c9763b871f0fa17449ef81a588692cf1fbedf1358c574ba6ce6a0965,Confirmed Threat,Escalated,v1.8.9,"{""details"": ""Event Password Reset for user 1160 at 2024-09-09 17:03:53""}"
50859,2025-04-05 17:03:53,System,1116,Policy Change,Info,Agentic AI,9f145f16adbb22ffa912c765ad3e133b82f6bab8a5d8e3fe46776f5a2337f680,Confirmed Threat,Alert,v2.3.5,"{""details"": ""Event Policy Change for user 1116 at 2025-04-05 17:03:53""}"
50860,2024-08-14 17:03:53,Cloud,1081,Policy Change,Info,AI,4cd966121ea535225f857b0ec4fc02527798ef043d7d68be317382e373ce421f,Suspicious,Ignored,v1.1.8,"{""details"": ""Event Policy Change for user 1081 at 2024-08-14 17:03:53""}"
50861,2025-03-31 17:03:53,Cloud,1019,Unauthorized Access,Info,Agentic AI,5a7e8bfd1bc561f6a2cb377a2c507de0669c0b16ee6761c3f4d8edea0fcb681c,Benign,Escalated,v3.0.10,"{""details"": ""Event Unauthorized Access for user 1019 at 2025-03-31 17:03:53""}"
50862,2025-02-12 17:03:53,System,1122,Phishing Email,Info,Agentic AI,cd547c85113a67ac65288cee0f2e101b661efae4055da3b9c31f0e27baf1b70c,Benign,Blocked,v1.2.13,"{""details"": ""Event Phishing Email for user 1122 at 2025-02-12 17:03:53""}"
50863,2024-08-05 17:03:53,Cloud,1010,Login,Info,AI,f248fc43f6d0295422fc3758538c5c52128a6330d44d1a5ed458ef7e85c584e8,Suspicious,Ignored,v3.1.0,"{""details"": ""Event Login for user 1010 at 2024-08-05 17:03:53""}"
50864,2024-08-14 17:03:53,System,1198,Data Download,Info,Agentic AI,228ec5529291c5d14b88d87080ceda824736f7ff3a2a328a6b6c6271370102cb,Benign,Alert,v1.4.10,"{""details"": ""Event Data Download for user 1198 at 2024-08-14 17:03:53""}"
50865,2025-03-25 17:03:53,System,1183,Login,Info,AI,6b5179686bdd26d78d6c58405e716c5ff0726de82b5cb8a3f77ee9eaf8192069,Benign,Ignored,v3.7.13,"{""details"": ""Event Login for user 1183 at 2025-03-25 17:03:53""}"
50866,2025-05-22 17:03:53,Cloud,1288,Configuration Change,Info,AI,41eb6b87388440672a53fe407460d7846fd5d9e7db549d6ab63e1ccc239bb4c5,Suspicious,Escalated,v3.0.3,"{""details"": ""Event Configuration Change for user 1288 at 2025-05-22 17:03:53""}"
50867,2025-04-04 17:03:53,Endpoint,1124,Unauthorized Access,Critical,Agentic AI,f2228b121beaf235110a2fb0e502c4e5ded4d3f7ea383a8ddda90240fd4109c6,Suspicious,Escalated,v1.7.17,"{""details"": ""Event Unauthorized Access for user 1124 at 2025-04-04 17:03:53""}"
50868,2024-07-31 17:03:53,System,1271,Data Download,Info,AI,ddbb6af257b289901e82475bd7f8cc25ec85d4c08829ab991924a0038f6f4f7d,Confirmed Threat,Blocked,v1.1.11,"{""details"": ""Event Data Download for user 1271 at 2024-07-31 17:03:53""}"
50869,2025-03-24 17:03:53,Endpoint,1232,Login,Info,AI,545c532abf37568f1db3c6a2bf25b193d6041082ded7985e96bd702afdb6e711,Confirmed Threat,Blocked,v2.4.18,"{""details"": ""Event Login for user 1232 at 2025-03-24 17:03:53""}"
50870,2024-11-15 17:03:53,System,1094,Login,Info,Human,dda2b94c292e575acb57ba8da7a5bdf2caaa704f090da5aae8a3a20cbefb335d,Confirmed Threat,Ignored,v3.9.12,"{""details"": ""Event Login for user 1094 at 2024-11-15 17:03:53""}"
50871,2024-08-22 17:03:53,System,1152,User Creation,Warning,AI,5ed6c849d964f88ce86e3739668e6ee7ac97196e3718c5241b2a552cf39ddc86,Confirmed Threat,Escalated,v3.6.20,"{""details"": ""Event User Creation for user 1152 at 2024-08-22 17:03:53""}"
50872,2024-12-24 17:03:53,Cloud,1292,Policy Change,Info,AI,b98bc08699555bc9851b8ebbf88a871451873fa17f57a06720b853a33c9b493c,Confirmed Threat,Escalated,v3.9.6,"{""details"": ""Event Policy Change for user 1292 at 2024-12-24 17:03:53""}"
50873,2024-10-10 17:03:53,Endpoint,1090,Policy Change,Warning,Agentic AI,37e76afd7141c0eea6e14d38e0f5f55f5cd176174739f11c4aa1509598569b04,Benign,Escalated,v1.6.12,"{""details"": ""Event Policy Change for user 1090 at 2024-10-10 17:03:53""}"
50874,2025-02-01 17:03:53,Endpoint,1289,User Creation,Info,Human,2797cf69801e340f58e7308766be1f80f381757da10287ac872cbad4c2be60f6,Confirmed Threat,Ignored,v1.6.20,"{""details"": ""Event User Creation for user 1289 at 2025-02-01 17:03:53""}"
50875,2024-07-23 17:03:53,System,1061,Phishing Email,Info,Human,1c706d66eb2e92aad3353ca78dec56cc337bfbca60e516c8d469102500a57c19,Benign,Escalated,v3.3.16,"{""details"": ""Event Phishing Email for user 1061 at 2024-07-23 17:03:53""}"
50876,2025-06-05 17:03:53,User,1113,Access Revoked,Info,Agentic AI,e19787a80c2459f7365d720d5199abff56394a13d661e8c6e6aedb350ba45c26,Benign,Blocked,v2.0.11,"{""details"": ""Event Access Revoked for user 1113 at 2025-06-05 17:03:53""}"
50877,2024-09-18 17:03:53,Endpoint,1209,Configuration Change,Critical,AI,762a84b61d1e5405971698c9906afde14b60333f48a04a1ca257225f9752dcc3,Suspicious,Escalated,v1.8.4,"{""details"": ""Event Configuration Change for user 1209 at 2024-09-18 17:03:53""}"
50878,2025-04-12 17:03:53,User,1208,Password Reset,Info,AI,476493902c6ca1a2139e6f95dd16235cf9273a18af1451515b3da848f6fd7400,Suspicious,Blocked,v3.6.18,"{""details"": ""Event Password Reset for user 1208 at 2025-04-12 17:03:53""}"
50879,2025-05-26 17:03:53,System,1194,Access Revoked,Info,Agentic AI,443436bbac55fe08f919a9b47e1fa6f8366c32aa55cd3034d2f8afb270b2a713,Benign,Ignored,v2.1.4,"{""details"": ""Event Access Revoked for user 1194 at 2025-05-26 17:03:53""}"
50880,2025-04-26 17:03:53,User,1098,User Creation,Info,Agentic AI,f57cae4a7683e1c0ef954f66aacba865bc0cbb4c0826704e7d1d69136c05a618,Benign,Escalated,v1.4.12,"{""details"": ""Event User Creation for user 1098 at 2025-04-26 17:03:53""}"
50881,2025-05-04 17:03:53,Cloud,1278,Data Download,Warning,AI,38ae642a4dfed8059790d9be57c770f0da4f0abf8a53df640c95281a5db6544f,Confirmed Threat,Escalated,v3.0.0,"{""details"": ""Event Data Download for user 1278 at 2025-05-04 17:03:53""}"
50882,2024-07-08 17:03:53,Cloud,1085,Phishing Email,Info,Agentic AI,d76603c0b7a0a20b523f9d462a861585c6feed236c2c53cba64c4865dc971135,Suspicious,Ignored,v2.1.1,"{""details"": ""Event Phishing Email for user 1085 at 2024-07-08 17:03:53""}"
50883,2024-08-15 17:03:53,Cloud,1060,Malware Alert,Info,Human,30b070511ee3f16516840be8498eb1266f1b1ff23c410b91445d50d3b5842822,Confirmed Threat,Escalated,v1.0.2,"{""details"": ""Event Malware Alert for user 1060 at 2024-08-15 17:03:53""}"
50884,2025-05-17 17:03:53,Endpoint,1193,User Creation,Info,Human,fe13f80781e7eb2b823a68639fed39024f4945b565912d0488999c56a2737c34,Confirmed Threat,Blocked,v3.5.1,"{""details"": ""Event User Creation for user 1193 at 2025-05-17 17:03:53""}"
50885,2025-05-26 17:03:53,Cloud,1233,Malware Alert,Info,Agentic AI,bf4b96759f30c34cbc02b51bd4c0815d13f0cb4721940cfb3191132381870dac,Suspicious,Ignored,v3.2.1,"{""details"": ""Event Malware Alert for user 1233 at 2025-05-26 17:03:53""}"
50886,2024-11-23 17:03:53,User,1189,Policy Change,Info,AI,d3495e5c84d43d89bc769f96b118dc4cc331d1ed2cbaa0e4c11e16aff27ab47d,Suspicious,Escalated,v2.2.1,"{""details"": ""Event Policy Change for user 1189 at 2024-11-23 17:03:53""}"
50887,2025-02-03 17:03:53,System,1230,Data Download,Info,AI,b78c08ea94648ec571e6dcdff0f544fcf3781555be511c3750f553b2579fd2a3,Suspicious,Blocked,v3.1.15,"{""details"": ""Event Data Download for user 1230 at 2025-02-03 17:03:53""}"
50888,2024-09-28 17:03:53,Endpoint,1243,Malware Alert,Info,Agentic AI,dbfda73d157a5b1d9b582269e7f4bbbc51b9f6b12822aa413da0280961501f0d,Benign,Escalated,v1.6.16,"{""details"": ""Event Malware Alert for user 1243 at 2024-09-28 17:03:53""}"
50889,2024-10-15 17:03:53,Endpoint,1274,Unauthorized Access,Info,AI,7acec7a197c1ff8b9c73c73e2a2748b37c3d4b5d2099ecf8a10892d9441df6ff,Benign,Alert,v2.5.5,"{""details"": ""Event Unauthorized Access for user 1274 at 2024-10-15 17:03:53""}"
50890,2024-09-01 17:03:53,System,1104,Access Revoked,Info,Agentic AI,3d0b13ff4ee0b1ce5481ce50e0e2a2d3c416d7ceddd3595e9db79285e3974504,Suspicious,Blocked,v1.2.3,"{""details"": ""Event Access Revoked for user 1104 at 2024-09-01 17:03:53""}"
50891,2024-07-08 17:03:53,Cloud,1041,Password Reset,Info,AI,33cbae83b1373e266c7a20b1dc26b0b23be6eea00f6633c9ab92afae7436f1c8,Suspicious,Alert,v3.5.4,"{""details"": ""Event Password Reset for user 1041 at 2024-07-08 17:03:53""}"
50892,2025-01-16 17:03:53,User,1240,Phishing Email,Info,AI,a6ba7c25d63eb2b2e15cd581ef13c41b2d178bab9fa1fe4536bf3ecde7efc30e,Benign,Escalated,v2.4.18,"{""details"": ""Event Phishing Email for user 1240 at 2025-01-16 17:03:53""}"
50893,2024-08-01 17:03:53,User,1026,Data Download,Info,AI,5d8303146a31e5359b31a38d29d7dfb119ee790732b7e29a858b97bd7c36965c,Confirmed Threat,Blocked,v1.6.8,"{""details"": ""Event Data Download for user 1026 at 2024-08-01 17:03:53""}"
50894,2025-02-24 17:03:53,Cloud,1146,Login,Info,AI,0dad8293b12b944efc1fa72ef6819fbf5061a275100dc6705123f2961804466b,Benign,Ignored,v2.8.3,"{""details"": ""Event Login for user 1146 at 2025-02-24 17:03:53""}"
50895,2025-06-14 17:03:53,System,1073,Phishing Email,Info,Agentic AI,96b4e477a2717505b3213cb53b0d4f3b9fe18da4484716e436d731f550615def,Benign,Blocked,v1.1.15,"{""details"": ""Event Phishing Email for user 1073 at 2025-06-14 17:03:53""}"
50896,2025-05-25 17:03:53,Endpoint,1275,Data Download,Info,AI,6b0f36f04bafb06e732989d8f000c15a38613105c1b1b2b1961720e003bf7570,Suspicious,Alert,v3.8.10,"{""details"": ""Event Data Download for user 1275 at 2025-05-25 17:03:53""}"
50897,2024-11-04 17:03:53,System,1252,Configuration Change,Warning,Agentic AI,e381779e43c447ef152dcfc7fc4236312728ffb74af459d8a6c6af3a83925112,Benign,Alert,v1.8.5,"{""details"": ""Event Configuration Change for user 1252 at 2024-11-04 17:03:53""}"
50898,2025-02-02 17:03:53,User,1279,Configuration Change,Info,AI,1cf1ff5a135657e084066dc8c205f3a7e1ba3ef3b6a8203ad958b308a90b23a6,Suspicious,Blocked,v2.9.17,"{""details"": ""Event Configuration Change for user 1279 at 2025-02-02 17:03:53""}"
50899,2025-02-25 17:03:53,Endpoint,1220,Malware Alert,Info,Human,86f1e443276501cd113ecb6b8c73e87bbff3b31f7cdbf06ebd0c5edc9b4a5de1,Suspicious,Alert,v2.8.4,"{""details"": ""Event Malware Alert for user 1220 at 2025-02-25 17:03:53""}"
50900,2025-01-16 17:03:53,Endpoint,1008,Access Revoked,Info,Human,1ea3baaa5afeec12d90a165b38078e657fae1094fdc2314c01e333b103d35a97,Benign,Alert,v1.5.10,"{""details"": ""Event Access Revoked for user 1008 at 2025-01-16 17:03:53""}"
50901,2025-06-20 17:03:53,System,1082,Logout,Warning,AI,80d2a00b1f1bbdbce42b2f3a2916a6bb2f43819ee3f76c03d96ab5d39149a3ae,Suspicious,Ignored,v1.4.12,"{""details"": ""Event Logout for user 1082 at 2025-06-20 17:03:53""}"
50902,2025-04-01 17:03:53,Endpoint,1292,Data Download,Info,Agentic AI,fdf6d45c282b6abc84cf5ed35cffcf729c5ef653c7298d9eef41ecac5b435b7d,Benign,Alert,v2.9.12,"{""details"": ""Event Data Download for user 1292 at 2025-04-01 17:03:53""}"
50903,2025-04-19 17:03:53,Endpoint,1234,Password Reset,Info,Agentic AI,fbbdc2c687f769ec2dbba9605f47154c644bd41f17108f07bc628295c61ef867,Suspicious,Alert,v2.9.19,"{""details"": ""Event Password Reset for user 1234 at 2025-04-19 17:03:53""}"
50904,2024-09-27 17:03:53,Endpoint,1278,Unauthorized Access,Info,Agentic AI,14a755d9cc09d5067d54c2bcb55d29e78fa54bb6424345a8b9fd69e7cbb6b47a,Suspicious,Blocked,v3.3.17,"{""details"": ""Event Unauthorized Access for user 1278 at 2024-09-27 17:03:53""}"
